0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-451.27524,117.548195,-15.948143,48.16876,-18.862968,32.515675,1.9687219,18.998182,8.745691,-1.2488642,14.725174,-5.2658443,13.411929,-5.2210717,1.9320368,-2.7545958,0.11835045,3.268382,-6.849461,2.0561028,-7.300089,2.5484462,-1.0360333,1.8778114,-0.43423042,-2.2243724,4.9032655,-3.7179606,0.82114315,-0.7336375,1.0968008,-3.4056623,-1.4923406,1.3047788,-0.39212197,4.3894577,0.22021393,2.5763645,-0.027263023,0.3719951,No
-449.46738,113.72237,-20.189238,51.907288,-23.230225,31.845362,-1.6147492,22.060417,9.30391,-0.30888233,17.037676,-6.2308025,15.181968,-3.8954377,4.861703,-4.3365,-1.1133057,4.487933,-6.4815826,1.739222,-7.2738543,4.4639473,-0.543006,3.1293774,-0.7290006,-2.2086897,5.888171,-3.129744,1.159686,-2.08617,1.4691185,-2.7022305,-1.686187,0.2629006,-2.326546,3.212181,-0.5312504,1.0406009,-0.712082,0.9184855,No
-380.36334,142.0977,-19.203573,44.493523,-15.708265,27.198101,-7.1088414,12.576302,1.2289734,-6.0858917,12.263092,-7.6180935,12.071677,-7.077499,1.4803228,-3.6121538,-0.5776918,2.8069372,-11.069203,-0.24330604,-6.0698457,1.8090903,-4.4706984,0.6191369,-0.2506664,-3.4549694,4.106467,-4.9153786,-0.04555605,-3.6027725,-0.3669861,-1.9923798,-2.7153854,-0.34686455,-3.5487125,3.108739,0.935277,2.5373595,1.1488296,2.9428978,No
-441.69083,112.65394,-16.400213,44.245464,-19.440178,32.494305,4.0378838,15.348629,7.1722918,-0.96199024,14.265533,-4.583743,13.302159,-3.5005755,2.251232,-2.4616756,0.36260498,3.7847998,-6.757886,1.8967817,-5.9476643,2.5942671,-1.6499562,0.4687186,-0.73888993,-1.5619742,4.6704693,-4.812465,0.6868445,-0.5007666,0.84276396,-2.6181402,-2.762484,-0.23813866,-2.2119784,2.857583,0.46387774,2.3762054,0.56199855,1.3874779,No
-361.25015,180.09398,-36.94867,24.957361,-27.710308,38.876934,-10.354905,10.797855,-0.4715271,-7.736014,18.922918,-15.092715,1.330074,-12.355994,2.7906141,-4.478395,-5.2099085,1.2779388,-10.720584,-1.9817525,-8.090571,4.4368343,-8.627241,-2.445009,1.0876675,-7.3886847,0.15410413,-8.218834,0.36511385,-2.729658,-0.95480406,-0.94142693,-6.138144,-4.477268,-5.996154,3.6240447,8.985117,12.663429,13.581942,9.992689,No
-420.4752,133.1245,-20.088987,46.854103,-21.09384,33.404175,-2.3868244,14.327042,4.115138,-4.129909,14.611605,-5.750583,12.859686,-6.926163,2.6150217,-3.0707152,-0.61473364,1.7086433,-8.894645,0.9773619,-7.702495,3.3696513,-2.6377022,0.99312234,-0.8144103,-1.7944632,5.4811,-4.6375346,0.34302798,-2.9494944,1.1567403,-2.0294738,-1.519928,0.7038275,-2.2416816,4.0915027,0.3842482,2.7610521,0.53338486,1.4277831,No
-377.69244,190.17635,-6.28222,35.74922,-32.596275,28.209042,-6.3220024,8.000799,-7.1918693,-20.584522,10.156444,-1.5920051,12.404941,-13.029885,-4.433697,-2.4723806,0.14126658,2.785182,-8.556911,-6.406564,-16.032143,-0.29110727,-1.0281686,1.3021724,-3.131868,-3.855134,2.838438,-7.0204797,-0.08888271,-3.3251946,-3.303909,-6.2708545,-5.6801486,-6.3361626,-9.604053,-0.93399304,1.4006444,9.380239,15.8092,22.520214,No
-443.66486,113.66341,-12.697037,43.3953,-17.508648,29.703754,3.783814,16.598663,8.385363,-1.5143088,14.360576,-3.4519687,12.644013,-4.148546,1.3646333,-2.028207,-0.81908065,2.4204483,-7.261925,1.523174,-6.928506,2.2212384,0.10844008,1.3586128,-0.20397717,-2.5790489,5.575929,-3.138605,-0.6000614,-1.6863904,0.20023184,-2.1902788,-1.51411,1.9306331,-0.2960622,4.567137,1.3294966,1.5854136,-1.3141254,-0.99250376,No
-458.0112,114.160484,-22.271444,53.144623,-22.843126,33.03097,-0.19121099,21.942284,10.290369,-1.2002811,16.774183,-4.641874,16.667524,-4.0448127,4.41284,-2.868423,0.26777688,5.1031356,-5.8180165,4.230338,-6.5898385,3.6276784,-0.050722457,4.0616527,0.40832028,-2.2594793,5.453865,-4.419912,-0.25556123,-2.6189315,0.98539734,-3.5377898,-2.1399574,0.77003914,-2.3207612,2.2115746,-1.2359033,1.6115426,-1.2649572,0.1805973,No
-459.22156,110.156006,-21.499788,55.5881,-21.024977,32.531773,1.4488889,21.305372,9.576844,-1.1199497,16.195938,-4.5541015,15.292365,-4.2825274,4.9751453,-2.3111048,0.104960635,4.2918854,-5.760854,4.315437,-6.3543744,2.6092212,-0.87202096,3.3808684,-0.5086162,-2.2477653,5.798612,-3.9645364,-0.50298107,-2.4756067,0.7541744,-3.809207,-2.328904,0.22928314,-2.022535,1.6304609,-1.4931515,2.3326662,-0.92736846,0.46634486,No
-445.3257,118.00164,-23.996574,47.296814,-19.134743,33.452538,-2.1536489,15.924754,10.369348,0.90485597,14.9749565,-4.5943613,15.310301,-5.738211,2.5738711,-1.9886568,0.3268298,3.6755977,-6.3843355,3.4456887,-6.4858804,2.5111156,-1.5390296,2.6470292,0.2532596,-2.729958,4.708676,-3.3940296,0.44167697,-2.7969189,1.098542,-1.7806228,-1.8275458,-0.17064372,-2.6264153,2.638899,-0.52479815,2.0635452,-0.7061935,-0.19737709,No
-447.73788,109.90066,-17.854576,45.444805,-19.606903,30.133648,3.9576468,19.122576,10.067094,0.5149574,15.57932,-6.0072064,13.546569,-1.5422001,3.195649,-2.5465076,-0.40325484,4.880732,-5.885454,1.9897795,-6.127203,2.8111653,0.13963301,2.8089552,-0.40021235,-3.251825,5.651169,-2.8263056,0.35397154,-2.0708866,0.47308344,-1.9436053,-2.0714262,1.4990137,-1.2752703,2.8265915,-0.1715894,1.1662401,-1.4355687,-0.5395059,No
-390.54974,134.15855,-20.218704,44.22862,-13.796993,28.31064,-9.102852,8.436999,3.015314,-5.6261535,11.3115835,-6.476735,11.209298,-7.396101,1.86016,-2.715811,-1.5168424,2.1754868,-10.258966,-0.8195435,-6.92838,0.8609971,-5.086105,0.34779269,-0.44705513,-3.6987016,3.8709638,-5.3783274,-0.21982567,-3.3516495,0.23331608,-0.3936577,-0.4928009,2.1639228,-0.6236385,5.5940204,1.1871647,3.2678075,2.283141,2.2901719,No
-454.5751,113.64852,-25.104721,51.326893,-22.417496,32.769844,0.25538972,20.383627,9.84679,0.15319118,16.481056,-4.650824,16.21524,-3.813129,5.336864,-2.2559326,0.59367335,5.0885262,-5.498621,3.6844418,-6.220006,4.722327,-0.043310713,3.6424437,-0.083764926,-2.1091616,5.8250327,-3.3563957,1.527003,-1.7378576,0.7136208,-3.9500284,-2.7451022,-0.14610837,-2.4014225,2.0522163,-1.8467896,1.7494619,-0.8855211,0.29280967,No
-455.23953,117.324776,-19.895798,50.59321,-24.753948,31.953999,2.7391307,21.305197,9.119237,-0.73390585,15.7146,-5.888847,14.430548,-4.8211813,4.0111804,-2.88014,-1.2310665,3.0759516,-5.5671153,2.7966435,-8.138746,2.8671603,-0.6454527,3.5584068,-0.7527839,-2.3213456,6.8676853,-2.8830314,0.28105152,-1.9922613,2.1884468,-2.1347964,-1.13197,0.61119384,-2.6979682,1.9598185,-1.3933107,1.3991705,-1.1787677,0.7205193,No
-410.66772,138.66252,-20.227434,48.793247,-16.591646,29.281635,-10.530239,13.653016,4.7187824,-5.384115,14.357202,-7.525498,12.715383,-7.167548,1.5964113,-4.9638624,-2.3875573,4.5475817,-8.060839,1.1811707,-6.974874,1.7828534,-4.520778,-0.110585235,-0.6657045,-3.556677,5.105452,-4.397289,-0.302876,-2.8417573,-0.23606367,-2.3377438,-1.5766056,0.81134826,-1.2965658,4.6556025,1.1922187,3.6292703,1.661192,2.6749287,No
-453.13138,116.05426,-14.781078,46.889305,-19.284208,31.332563,3.0053306,19.269703,8.7038555,-1.587537,14.925473,-4.4793916,13.927056,-4.5708647,2.2273884,-2.7326765,-0.71679765,4.1193123,-5.9722176,2.45823,-6.980295,2.793483,-0.1074672,1.9532819,-0.8338501,-2.490818,6.473993,-3.501689,-0.32890475,-0.8031172,1.1243016,-3.2558608,-1.8928653,1.0740061,-1.9523325,3.2331364,-0.22623181,2.401926,1.0408255,0.99869275,No
-459.9288,110.27129,-18.991337,53.9881,-21.020142,32.18815,2.0057695,21.78481,9.484513,-1.4420977,17.046444,-5.0996323,14.364278,-3.0080748,4.4648933,-2.9546595,0.13293944,5.1445513,-5.576982,2.9824855,-6.6081996,3.10259,-0.24245524,3.6837695,-0.17146721,-2.576044,5.2398033,-3.213677,1.0682927,-1.6299597,1.0417972,-3.1027918,-1.9382926,0.43691912,-2.5354362,1.873367,-0.99687195,1.169758,-0.85867655,1.100919,No
-448.27982,104.71281,-8.419364,47.782177,-14.274738,28.330395,4.157799,18.529203,6.9767723,-0.94749415,15.982198,-5.5854807,12.583753,-0.9472696,2.7445254,-2.7269201,-0.65590966,5.342951,-6.334202,1.1517621,-5.8847737,2.0688412,0.0536171,2.2053654,0.012802793,-3.3156712,4.3918476,-4.3079185,-0.5217739,-1.2159694,0.11356571,-2.2748926,-1.2308857,2.153682,-2.2728708,3.0531094,0.50923765,0.035188425,-1.1450251,-0.009687406,No
-415.8293,123.10608,-6.5643773,45.063305,-11.826063,23.872826,-2.8887875,13.528437,5.163523,-4.9062805,11.649053,-6.579054,9.889592,-4.3580422,-0.094872385,-3.2831092,-2.0618749,3.0652483,-7.888017,-1.1191664,-5.967466,1.0111918,-2.3712492,1.07756,-1.082698,-4.066379,4.1849465,-3.9336765,-0.42922673,-2.6000805,-1.261638,-2.2954614,-1.6037806,1.6938821,-0.70748824,5.9000587,3.8731441,3.8635361,1.0000405,0.650838,No
-458.98187,114.7719,-16.382936,55.394226,-20.109142,32.142384,2.8167353,20.884575,7.165642,-3.022468,15.506091,-7.301414,13.119224,-3.5013826,3.3348522,-3.0448432,0.8358023,5.1962414,-6.9322987,1.5125488,-6.5988674,3.1806374,-1.4907063,2.5035357,-0.107982114,-2.379992,5.0455704,-3.6533172,1.0086681,-1.1028779,2.0897965,-2.0606503,-1.1468207,1.2506795,-1.6224767,3.0253124,-0.6194711,1.3459533,-1.0346165,1.1235241,No
-456.7955,125.179955,-21.051422,55.44306,-24.087343,37.635696,2.600237,21.529781,9.943676,0.40106416,18.804646,-5.044043,14.897776,-4.1249957,5.8983736,-3.5141058,-0.32399178,5.102884,-5.558001,2.4638245,-7.417363,4.528933,-1.9024998,2.1672509,-0.4047677,-1.6195501,5.361771,-4.3855796,1.0292255,-2.1170807,1.2004358,-3.3553133,-2.0911508,-0.2055603,-2.8781734,1.4863204,-1.7913567,1.518644,-1.0836701,1.2719382,No
-450.998,114.104706,-7.566025,52.796314,-13.240762,32.016876,6.58577,20.881126,9.623868,-0.062931314,15.8974085,-4.414643,13.111726,-2.2116373,3.0173075,-2.776294,-1.2159795,4.2509294,-6.510964,0.13332285,-7.2911005,1.7016188,-1.1277614,0.8235777,-1.8618546,-4.173874,2.734664,-5.773743,-1.5383555,-2.211704,-0.26129594,-3.5343533,-1.7174416,1.4294101,-1.422552,3.5555398,0.57438767,1.9320419,-0.101793244,1.0135888,No
-461.68692,118.45664,-21.831013,55.431244,-28.308863,35.924103,1.2164717,21.509275,9.09962,0.1478862,17.94461,-6.339986,15.692256,-4.7847495,4.7517743,-3.902196,0.30809227,4.037264,-6.562801,2.534947,-8.572371,3.9882295,-1.4610531,3.0791218,-0.31605482,-1.7647804,5.079619,-4.4200587,1.6764226,-1.3430661,1.8363328,-3.062722,-0.49580243,1.366574,-1.7809353,2.772842,-0.8888244,1.634042,-1.5527735,0.9682664,No
-449.41473,118.10212,-16.238192,49.695614,-24.959618,32.865173,1.327873,16.136856,7.948518,0.35767743,16.237268,-4.7592063,15.366331,-3.7786527,4.172573,-1.9825604,0.41202632,4.809114,-5.9867754,2.3193297,-6.4681444,3.7416766,-0.43010888,2.3165152,-0.51859665,-1.6630973,4.923368,-3.3175027,1.8098003,-1.2224894,1.3716627,-2.4996808,-0.65318626,0.72677255,-2.8894992,2.3442898,-0.95954317,0.8426981,-1.5868863,0.80213785,No
-414.42413,135.36272,-18.049826,46.616558,-20.818506,30.81503,-3.8671124,13.967524,4.591281,-4.375548,12.693096,-7.114208,13.212107,-7.0283837,1.1282915,-4.3178988,-1.7013406,3.0937028,-8.666644,-0.033465758,-7.560154,2.2723482,-4.003224,-0.25487617,-1.6363466,-3.4511688,4.10541,-4.8559327,0.5947549,-2.2746413,1.1621642,-0.97957224,0.054268215,2.1252494,-1.0984535,5.3461556,2.7578528,4.493552,0.96385837,1.4883921,No
-419.9646,132.37584,-15.828579,50.888264,-18.514648,32.068336,-2.4686964,15.74539,5.31712,-4.610909,13.095202,-5.8245277,14.996111,-5.3250856,1.7141249,-4.2479935,-0.5061208,3.9373617,-9.466436,-0.31264648,-6.7827425,2.1510684,-2.8892455,1.7656943,-1.6496116,-3.9153392,3.8231797,-5.3513174,-0.4421115,-3.5125003,-0.41228288,-2.802621,-0.63376576,2.7141376,0.16712445,6.32073,3.944344,4.831162,0.44365868,1.0360982,No
-457.29044,112.23948,-19.445244,56.62661,-20.644775,32.079823,0.9691015,21.839819,8.612131,-2.0586066,15.953132,-6.209862,14.684403,-3.2726355,4.6167083,-3.9777577,0.17718028,5.1041837,-6.5953536,3.324786,-5.899108,3.310605,-1.1910032,3.2391798,-0.5897728,-2.1721597,5.466467,-4.184759,0.5070586,-1.8990482,1.5506229,-3.106547,-1.448502,0.7639376,-2.1692228,2.5914793,-1.5738002,1.2501016,-1.3035988,1.1444111,No
-444.5452,116.1108,-19.998737,43.90412,-16.406153,30.774096,-1.3372774,18.58794,11.632,0.57619417,14.431206,-5.416642,14.865319,-3.0400474,2.181937,-3.820688,-0.31811646,5.3337183,-6.0801325,2.1936488,-6.100701,3.2957816,-0.8609154,2.9889379,0.6823272,-3.7163095,4.8968134,-3.6179557,0.40404132,-2.537959,-1.0914294,-2.3311079,-1.5665292,0.8181743,-1.8260002,3.6194718,1.1084241,2.6374,0.19143267,0.2171475,No
-445.3458,119.231575,-21.467861,52.10051,-18.3669,30.677334,-2.93155,18.750734,8.424419,-1.2580117,15.617529,-6.190246,15.1096525,-3.8943777,3.4202018,-3.9172442,-0.4204292,5.092247,-6.5121064,1.31617,-7.004377,4.697578,-2.1373518,1.8931533,0.88878566,-2.3054473,6.068577,-3.1577168,1.2129561,-1.9958025,0.5764904,-2.3443997,-2.1522088,0.7954422,-1.7940463,3.2218454,0.040203594,1.6344826,0.07311246,0.9373134,No
-448.73962,109.396194,-15.392908,45.79728,-17.781485,30.001734,3.9183593,18.995926,10.645343,0.43940315,16.083302,-3.0525033,15.40187,-0.017199239,5.1152687,-0.78969944,-0.4215586,5.096673,-4.1514225,2.6087885,-5.9805613,3.74067,1.8991258,3.7678196,0.3469365,-1.463163,6.039922,-4.1520457,0.122996606,-1.6969639,-0.5406699,-3.179942,-2.3756568,1.0720167,-2.3613677,2.6992342,0.0054918425,1.2879965,-0.047802556,0.07914829,No
-448.67175,120.87225,-17.417559,50.708652,-22.20656,36.9531,3.239829,19.316446,10.118617,0.9976874,17.5569,-4.120575,15.648356,-3.48926,4.3174753,-1.5588459,1.1306809,3.9936552,-6.0305405,2.97686,-5.835232,4.444849,-0.79553235,3.1627307,0.027136546,-1.2777905,5.825516,-4.273599,-0.21157019,-2.6630716,0.57235384,-3.9916685,-2.7166634,-0.11132144,-2.3943331,2.6122348,-0.52904236,1.3411559,-1.6987307,0.37577146,No
-450.63342,120.308174,-15.889062,52.82544,-17.17634,32.21515,1.1786468,19.482601,7.9568424,-1.918104,15.089531,-5.4846826,15.122448,-2.5874898,4.1854687,-2.903205,0.28224093,5.6946406,-6.278113,1.1202234,-7.5939546,3.0123947,-0.6211728,2.395137,-0.5864196,-2.7127914,4.999875,-3.9398,0.0029476632,-2.759216,0.04074046,-3.582402,-2.7727396,0.6658296,-1.072612,3.7397773,0.9640392,2.9956367,-0.62095666,0.57343596,No
-410.5402,134.54535,-14.911873,42.945683,-18.139828,27.754377,-2.947035,12.201181,5.378882,-3.271744,11.984238,-6.5887446,11.436268,-6.792999,-0.92045575,-5.4972095,-1.9917678,4.1378393,-7.807977,-0.2868422,-6.2594485,2.2083943,-3.7916498,0.344999,-0.08958831,-4.104244,4.231256,-3.4432006,0.45647165,-2.1287796,-0.035867717,-0.7275599,-0.6661831,1.3703439,-0.31335184,6.01378,2.8268416,3.0562954,0.6387889,0.9869902,No
-454.3842,108.50725,-22.344332,53.837852,-23.81937,34.188145,-0.5073842,22.090157,9.035409,0.07604271,17.401463,-5.4151363,16.449053,-3.1690564,5.6310105,-3.7764144,1.0319072,4.7130136,-6.153734,2.4936678,-7.3223395,5.2869124,-0.5176033,4.244211,0.30801117,-1.9061118,5.3279386,-3.5306983,0.6392007,-3.4451718,0.53618157,-3.8152363,-1.1367058,0.3200228,-2.7439284,2.393727,-0.8697644,2.0675654,-1.485607,0.7598787,No
-452.46707,118.819595,-20.734102,55.203575,-21.803139,31.048536,-2.060987,19.341919,7.9013844,-2.7358713,14.099764,-6.218692,15.786379,-4.5740166,4.244074,-3.1368966,-0.32420862,4.382523,-6.184381,2.5742795,-7.0586686,3.5725424,-1.5983852,3.1454477,0.25354713,-2.1891952,4.9121876,-4.7032957,-0.3003768,-2.6474125,0.863063,-3.3555973,-1.2275263,1.3933686,-0.95754915,4.292065,0.7997958,2.351852,-1.0011746,0.82893807,No
